First Name;MI;Last Name;Age;Hair Color;Eye Color;Sisters;Brothers;No. of Pets;Types of Pets;Occupation;Education;Note
George;T;Grant;45;Black;Green;2;1;Unk.;cats;Professor;Nelson's Hall;
Susan;E;Adams;75;Blue;Brown;0;5;2;fish, hamsters;Editor;Princetonne;
Una;R;Enfield;29;Orange;Blue;3;1;10;dogs, hamsters;Waiter;night school;
Susan;O;Nabors;44;Brown;Grey;4;1;0;None;Clerk;Ventnor Univ.;
Prue;Y;Michaels;57;Green;Brown;4;1;6;Unknown;Docent;Ventnor Univ.;
Amy;C;Watanabe;77;Black;Green;0;3;10;dogs, hamsters;Painter;Ventnor Univ.;
Kate;Y;Black;78;Black;Green;2;3;2;fish, hamsters;Author;Ventnor Univ.;
Prue;I;Onassis;46;Grey;Black;0;6;3;birds;Clerk;Nelson's Hall;
Victor;I;Ebbers;19;Orange;Blue;2;1;Unk.;cats;Curator;Ventnor Univ.;
Olive;B;Islington;18;Grey;Green;0;5;6;Unknown;Teacher;Ventnor Univ.;
Xerxes;N;Sindel;47;Orange;Blue;2;1;10;dogs, hamsters;Entrepreneur;Nelson's Hall;
Tallulah;N;Brown;76;Black;Black;0;4;8;birds, fish;Pilot;Nelson's Hall;
Ernest;S;Xerxes;64;Grey;Black;0;4;6;Unknown;Waiter;Nelson's Hall;
Susan;S;Siebert;62;Orange;Green;3;5;10;dogs, hamsters;Cook;Ventnor Univ.;
Leo;N;Thomas;33;Brown;Green;2;1;4;birds, dogs;Teller;Ventnor Univ.;
Leo;S;Phelps;31;Brown;Grey;4;5;4;birds, dogs;Botanist;Princetonne;
Olive;E;Charles;75;Brown;Black;4;5;7;birds, hamsters;Librarian;Ventnor Univ.;
Susan;I;Richards;19;Red;Grey;0;5;4;birds, dogs;Clerk;Ventnor Univ.;
Amy;T;Xerxes;45;Orange;Green;4;5;5;dogs, fish;Operator;Ventnor Univ.;
Desmond;R;Onassis;71;Red;Green;0;4;10;dogs, hamsters;Author;Ventnor Univ.;
Olive;A;Ximenez;38;Brown;Brown;0;6;1;hamsters;Director;Princetonne;
Zillah;R;Phelps;60;Green;Green;0;5;4;birds, dogs;Curator;Ventnor Univ.;
Kate;Y;Sindel;23;Brown;Grey;1;4;9;Unknown;Pilot;Princetonne;
Una;T;Xerxes;56;Brown;Red;2;3;4;birds, dogs;Nurse;Nelson's Hall;
Fanny;A;Young;21;Orange;Brown;0;3;9;Unknown;Wildcat;Alpacawarts;
Susan;N;Yount;76;Grey;Red;2;2;Unk.;cats;Lead Consultant;Princetonne;
Quentin;C;Ximenez;77;Orange;Blue;3;1;2;fish, hamsters;Therapist;Nelson's Hall;
Una;S;Hanks;62;Green;Brown;0;4;Unk.;cats;Dishwasher;Ventnor Univ.;
Xerxes;R;Michaels;71;Brown;Green;0;5;4;birds, dogs;Cook;Ventnor Univ.;
Leo;A;Charles;66;Blue;Grey;2;2;Unk.;cats;Clerk;Ventnor Univ.;
Ida;E;Nabors;69;Red;Grey;0;5;Unk.;cats;Actor;Ventnor Univ.;
Neville;C;Charles;68;Brown;Red;4;5;7;birds, hamsters;Assistant;Ventnor Univ.;
Fanny;B;Adams;54;Grey;Black;2;3;0;None;Auditor;Ventnor Univ.;
Susan;I;Romanov;63;Orange;Green;3;5;10;dogs, hamsters;Waiter;night school;
Titus;P;Xerxes;58;Brown;Grey;0;4;7;birds, hamsters;Auditor;Ventnor Univ.;
Victor;E;Yount;59;Brown;Brown;3;1;Unk.;cats;Doctor;night school;
Susan;D;Unser;30;Brown;Green;1;4;5;dogs, fish;Teacher;Ventnor Univ.;
Winnie;R;Kildare;71;Blue;Blue;3;3;5;dogs, fish;Nurse;night school;
Una;R;Unser;22;Green;Violet;4;5;1;hamsters;Librarian;night school;
Prue;E;Isaacson;59;Brown;Black;2;3;Unk.;cats;Busser;Ventnor Univ.;
Victor;I;Onassis;48;Blue;Brown;0;5;10;dogs, hamsters;Curator;night school;
Xerxes;Q;Nabors;73;Green;Green;1;1;6;Unknown;Chauffeur;night school;
Quentin;A;Lawrence;66;Brown;Brown;1;1;3;birds;Journalist;Nelson's Hall;
Susan;R;Watanabe;71;Black;Grey;2;3;Unk.;cats;Reporter;night school;
Desmond;S;Lambert;64;Orange;Blue;3;3;7;birds, hamsters;Reporter;night school;
Maud;E;Xerxes;59;Brown;Brown;2;1;3;birds;Teacher;Alpacawarts;
Hector;S;Williams;51;Brown;Grey;4;1;0;None;Editor;Ventnor Univ.;
Ernest;E;Young;61;Black;Grey;2;1;2;fish, hamsters;Operator;Ventnor Univ.;
Zillah;E;Kildare;42;Green;Green;4;5;Unk.;cats;Teller;Ventnor Univ.;
Titus;E;Ximenez;69;Orange;White;0;3;10;dogs, hamsters;Valet;Ventnor Univ.;
Quentin;N;O'Leary;67;Brown;Black;4;1;5;dogs, fish;Dishwasher;night school;
Kate;N;Valdez;47;Blue;Grey;2;1;0;None;Reporter;Nelson's Hall;
Ernest;Y;Nichols;55;Green;White;4;1;Unk.;cats;Maid;Ventnor Univ.;
Desmond;O;Xerxes;28;Blue;Grey;0;6;7;birds, hamsters;Reporter;Alpacawarts;
Olive;C;Unser;68;Brown;Green;3;5;5;dogs, fish;Busser;Princetonne;
Desmond;R;Romanov;37;Red;Brown;2;1;4;birds, dogs;Examiner;Ventnor Univ.;
James;S;Grant;62;Black;Black;2;3;10;dogs, hamsters;Analyst;Ventnor Univ.;
James;S;Xerxes;51;Red;Green;2;1;Unk.;cats;Chauffeur;night school;
Leo;L;Valdez;40;Green;White;3;3;5;dogs, fish;Busser;Princetonne;
Amy;N;Dupont;20;Brown;Brown;2;1;Unk.;cats;Dishwasher;night school;
Amy;I;Charles;39;Brown;Red;1;1;0;None;Sysop;Ventnor Univ.;
James;I;Brown;46;Green;Violet;4;1;4;birds, dogs;Teller;Ventnor Univ.;
Zillah;T;Romanov;65;Blue;Brown;2;3;Unk.;cats;Clerk;Princetonne;
Titus;N;Enfield;47;Orange;Brown;0;4;4;birds, dogs;Administrator;night school;
Desmond;L;Nabors;41;Black;Black;3;1;9;Unknown;Analyst;night school;
Desmond;R;Romanov;60;Black;Red;3;5;8;birds, fish;Librarian;Princetonne;
Quentin;N;Richards;20;Grey;Red;1;1;Unk.;cats;Designer;night school;
Zillah;E;Onassis;59;Brown;Grey;4;1;7;birds, hamsters;Operator;Ventnor Univ.;
Kate;Y;Enfield;57;Orange;Blue;4;5;9;Unknown;Sysop;Nelson's Hall;
Fanny;L;Romanov;41;Blue;Brown;4;1;Unk.;cats;Dishwasher;Alpacawarts;
Ida;O;Howards;32;Red;Grey;2;2;5;dogs, fish;Butler;Princetonne;
Leo;B;Thomas;36;Orange;Blue;4;5;2;fish, hamsters;Designer;Ventnor Univ.;
Zillah;E;Williams;69;Orange;Blue;2;3;4;birds, dogs;Zookeeper;Alpacawarts;
Quentin;U;Kildare;74;Orange;White;3;5;3;birds;Teacher;night school;
Olive;E;Quincy;75;Black;Black;0;3;2;fish, hamsters;Botanist;Ventnor Univ.;
Desmond;E;Phelps;69;Blue;Brown;0;3;5;dogs, fish;Editor;Lodge of Kent;
Prue;T;Thomas;56;Green;Green;0;4;Unk.;cats;Illustrator;night school;
Xerxes;Q;Kildare;73;Brown;Brown;3;5;1;hamsters;Busser;night school;
Clara;Y;Adams;35;Orange;Brown;2;2;2;fish, hamsters;Pilot;Lodge of Kent;
Amy;I;Dupont;63;Grey;Black;3;3;Unk.;cats;Entrepreneur;Princetonne;
Olive;T;Sindel;24;Red;Brown;3;3;10;dogs, hamsters;Designer;Princetonne;
Maud;I;Michaels;39;Black;Black;3;3;5;dogs, fish;Professor;Ventnor Univ.;
Hector;O;Garrison;44;Green;Black;1;4;Unk.;cats;Librarian;night school;
Susan;P;Howards;58;Orange;Brown;1;1;3;birds;Teller;night school;
Xerxes;Q;Grant;73;Red;Grey;2;1;Unk.;cats;Botanist;Ventnor Univ.;
Olive;R;Romanov;22;Orange;White;1;4;9;Unknown;Valet;Lodge of Kent;
Hector;B;Dupont;36;Blue;Brown;3;3;3;birds;Clerk;Ventnor Univ.;
Hector;E;Phelps;61;Blue;Blue;4;5;5;dogs, fish;Butler;night school;
Fanny;B;Yount;18;Green;White;2;1;9;Unknown;Mechanic;Ventnor Univ.;
Una;B;Isaacson;36;Green;Green;4;1;10;dogs, hamsters;Anesthiesiologist;night school;
Olive;B;Queen;18;Green;Brown;4;5;7;birds, hamsters;Administrator;Ventnor Univ.;
Basil;S;Onassis;50;Green;Green;3;3;Unk.;cats;Accountant;night school;
Fanny;M;Franklin;53;Blue;Black;3;3;0;None;Pilot;Ventnor Univ.;
Kate;O;Hanks;26;Orange;Blue;4;1;Unk.;cats;Masseur;Princetonne;
Rhoda;P;Hanks;58;Blue;Black;0;6;Unk.;cats;Cook;Saint George;
Prue;T;Ximenez;65;Green;Brown;3;3;Unk.;cats;Busser;Saint George;
Fanny;M;Phelps;53;Grey;Green;1;1;Unk.;cats;Journalist;night school;
Basil;A;Richards;38;Green;Green;1;4;3;birds;Wildcat;Ventnor Univ.;
Victor;I;Lambert;63;Blue;Blue;3;3;0;None;Waiter;Ventnor Univ.;
James;R;Sindel;60;Brown;Black;3;5;8;birds, fish;Singer;Ventnor Univ.;
Neville;C;Yount;68;Green;White;1;1;3;birds;Busser;Ventnor Univ.;
George;I;Young;63;Red;Brown;3;1;1;hamsters;Administrator;Princetonne;
Victor;M;Adams;53;Red;Brown;0;5;Unk.;cats;Librarian;Ventnor Univ.;
Quentin;N;Quincy;20;Blue;Brown;4;1;1;hamsters;Examiner;Ventnor Univ.;
Rhoda;N;Ximenez;76;Orange;Green;0;4;Unk.;cats;Lumberjack;Ventnor Univ.;
Victor;A;Nabors;66;Brown;Brown;4;5;4;birds, dogs;Botanist;Ventnor Univ.;
George;N;Xerxes;76;Brown;Grey;3;1;5;dogs, fish;Chef;Saint George;
Kate;T;Xerxes;45;Orange;Green;2;1;10;dogs, hamsters;Waiter;Saint George;
Clara;U;Onassis;52;Orange;Blue;4;5;Unk.;cats;Valet;Nelson's Hall;
Susan;N;Young;67;Red;Brown;2;1;1;hamsters;Instructor;night school;
Rhoda;I;Young;19;Black;Green;2;2;1;hamsters;Cook;night school;
Una;U;Nichols;52;Orange;White;2;2;3;birds;Mechanic;night school;
Una;Y;Phelps;35;Grey;Green;3;3;6;Unknown;Cook;night school;
Rhoda;T;Valdez;24;Grey;Green;0;6;8;birds, fish;Valet;Ventnor Univ.;
Xerxes;R;Sindel;29;Red;Green;2;1;2;fish, hamsters;Dishwasher;Ventnor Univ.;
Olive;E;Nichols;61;Black;Black;3;1;5;dogs, fish;Director;night school;
Rhoda;E;Brown;49;Black;Red;0;5;Unk.;cats;Doctor;Princetonne;
Prue;O;Michaels;28;Orange;White;0;4;0;None;Entrepreneur;night school;
Prue;E;Ebbers;72;Orange;Grey;2;1;9;Unknown;Auditor;Princetonne;
Olive;L;Charles;40;Black;Green;3;3;4;birds, dogs;Pilot;Ventnor Univ.;
Susan;S;Black;50;Black;Green;0;4;1;hamsters;Cook;Ventnor Univ.;
Prue;S;Grant;51;Blue;Grey;4;1;Unk.;cats;Lumberjack;Ventnor Univ.;
Neville;R;Morrison;71;Grey;Red;1;1;3;birds;Illustrator;Nelson's Hall;
Victor;R;Nabors;37;Orange;Blue;3;1;2;fish, hamsters;Butler;Ventnor Univ.;
Maud;B;Brown;36;Blue;Brown;3;3;1;hamsters;Auditor;Ventnor Univ.;
Winnie;I;Hanks;63;Grey;Green;1;1;8;birds, fish;Busser;Princetonne;
Neville;O;Howards;44;Green;Green;0;4;10;dogs, hamsters;Author;Ventnor Univ.;
Ida;B;O'Leary;18;Orange;Brown;0;3;4;birds, dogs;Waiter;Ventnor Univ.;
Yorick;S;Isaacson;62;Green;Black;2;3;Unk.;cats;Teller;Princetonne;
Leo;Y;Jackson;55;Orange;Brown;2;1;Unk.;cats;Mechanic;night school;
Amy;U;Isaacson;74;Black;Red;4;5;9;Unknown;Director;Ventnor Univ.;
Winnie;W;Dupont;25;Black;Grey;2;1;Unk.;cats;Cook;Ventnor Univ.;
Una;I;Unser;48;Orange;White;3;3;8;birds, fish;Reporter;Princetonne;
Zillah;O;Phelps;32;Blue;Black;4;5;5;dogs, fish;Docent;Princetonne;
Prue;E;Franklin;42;Grey;Green;1;1;10;dogs, hamsters;Auditor;Princetonne;
Olive;L;Charles;34;Green;Brown;1;4;10;dogs, hamsters;Actor;Princetonne;
Fanny;A;Morrison;38;Black;Grey;4;5;3;birds;Journalist;Ventnor Univ.;
James;O;Hanks;28;Brown;Black;0;6;6;Unknown;Wildcat;Ventnor Univ.;
Ida;N;Nichols;76;Brown;Green;3;3;6;Unknown;Lumberjack;night school;
Xerxes;W;Valdez;25;Grey;Red;0;4;3;birds;Actor;Ventnor Univ.;
Susan;O;Lambert;44;Grey;Green;4;5;5;dogs, fish;Editor;Ventnor Univ.;
Rhoda;N;Black;20;Green;Brown;0;5;Unk.;cats;Singer;Ventnor Univ.;
Olive;F;Thomas;70;Black;Green;3;5;8;birds, fish;Cook;Princetonne;
Winnie;Y;Jackson;57;Red;Green;3;1;4;birds, dogs;Tutor;night school;
George;C;Garrison;77;Green;Black;1;1;7;birds, hamsters;Accountant;night school;
Rhoda;I;Yount;63;Orange;Brown;2;1;1;hamsters;Anesthiesiologist;Princetonne;
Zillah;E;Garrison;49;Red;Brown;0;6;6;Unknown;Journalist;night school;
James;N;Black;43;Green;Brown;3;5;0;None;Analyst;Ventnor Univ.;
Hector;R;Valdez;22;Green;Violet;2;2;8;birds, fish;Clerk;Ventnor Univ.;
Prue;E;Adams;61;Black;Grey;3;5;5;dogs, fish;Sysop;Ventnor Univ.;
Kate;E;Yount;59;Blue;Black;3;5;1;hamsters;Reporter;Princetonne;
Susan;I;Johnson;19;Black;Black;4;1;Unk.;cats;Docent;night school;
Quentin;C;Kildare;68;Green;White;0;4;Unk.;cats;Nurse;Ventnor Univ.;
Neville;U;Michaels;52;Blue;Brown;0;6;7;birds, hamsters;Chauffeur;Ventnor Univ.;
Quentin;U;Kildare;74;Orange;Brown;0;4;7;birds, hamsters;Mechanic;Ventnor Univ.;
Quentin;N;Richards;20;Blue;Blue;2;2;7;birds, hamsters;Butler;Ventnor Univ.;
Titus;T;Siebert;65;Black;Green;3;5;9;Unknown;Pilot;Ventnor Univ.;
Yorick;E;Morrison;75;Orange;Blue;2;1;7;birds, hamsters;Entrepreneur;Alpacawarts;
Victor;Y;Valdez;35;Orange;Green;4;5;4;birds, dogs;Instructor;night school;
Ida;Q;Charles;73;Brown;Grey;4;1;6;Unknown;Singer;Duke Academy;
Una;R;Yount;71;Grey;Red;3;5;3;birds;Lumberjack;Ventnor Univ.;
Susan;T;Siebert;65;Green;White;2;3;8;birds, fish;Anesthiesiologist;night school;
Olive;U;Dupont;74;Orange;Blue;2;1;Unk.;cats;Clerk;Ventnor Univ.;
Quentin;E;Watanabe;49;Black;Green;0;3;0;None;Illustrator;Princetonne;
Kate;N;O'Leary;33;Black;Grey;2;1;Unk.;cats;Nurse;Princetonne;
Titus;O;Xerxes;26;Brown;Red;3;5;Unk.;cats;Lead Consultant;Ventnor Univ.;
Titus;O;Ximenez;44;Blue;Blue;2;1;9;Unknown;Author;Princetonne;
Olive;N;Brown;67;Blue;Brown;3;1;Unk.;cats;Lumberjack;Ventnor Univ.;
Olive;P;Romanov;58;Red;Green;0;5;8;birds, fish;Butler;night school;
Winnie;I;Sindel;39;Orange;Grey;0;5;Unk.;cats;Doctor;Ventnor Univ.;
Yorick;S;Richards;50;Black;Red;1;4;Unk.;cats;Actor;night school;
Maud;L;Charles;40;Orange;Grey;0;4;8;birds, fish;Editor;night school;
Zillah;N;Grant;33;Black;Black;3;1;5;dogs, fish;Sysop;night school;
Kate;R;Lambert;71;Orange;Brown;1;4;9;Unknown;Operator;night school;
George;I;Isaacson;63;Grey;Black;0;5;3;birds;Busser;Ventnor Univ.;
Zillah;D;Black;30;Green;Violet;0;3;7;birds, hamsters;Singer;night school;
Hector;N;Valdez;43;Green;Brown;4;5;2;fish, hamsters;News Reporter;Nelson's Hall;
George;I;Xerxes;46;Blue;Brown;2;2;5;dogs, fish;Nurse;Ventnor Univ.;
Ernest;B;Richards;54;Green;Brown;1;4;Unk.;cats;Painter;night school;
Fanny;Y;Ebbers;35;Blue;Brown;1;4;9;Unknown;Director;Nelson's Hall;
Desmond;L;Grant;41;Red;Green;0;6;8;birds, fish;Journalist;night school;
Tallulah;E;Lawrence;61;Orange;Blue;1;1;Unk.;cats;Entrepreneur;night school;
George;B;Yount;54;Brown;Grey;0;5;3;birds;Assistant;Ventnor Univ.;
Una;U;Michaels;74;Blue;Black;2;3;3;birds;Chef;Ventnor Univ.;
Kate;R;Valdez;22;Green;White;3;5;6;Unknown;Actor;Ventnor Univ.;
Titus;E;Quincy;61;Green;Brown;1;1;5;dogs, fish;Docent;Ventnor Univ.;
James;Y;Jackson;35;Orange;Grey;2;3;5;dogs, fish;Operator;night school;
Winnie;N;Romanov;33;Red;Green;2;1;8;birds, fish;Singer;Saint George;
Kate;M;Ximenez;53;Brown;Grey;4;5;4;birds, dogs;Accountant;Alpacawarts;
Yorick;E;Lambert;42;Brown;Brown;3;5;Unk.;cats;Instructor;Ventnor Univ.;
Quentin;A;Isaacson;66;Brown;Green;2;3;6;Unknown;Author;Ventnor Univ.;
Winnie;L;Siebert;40;Green;White;4;5;Unk.;cats;Administrator;Ventnor Univ.;
Ernest;A;Xerxes;38;Green;Black;2;2;9;Unknown;Editor;Nelson's Hall;
Neville;A;Franklin;38;Orange;Grey;0;4;4;birds, dogs;Secretary;Princetonne;
Maud;C;Yount;77;Blue;Blue;0;3;1;hamsters;Librarian;Ventnor Univ.;
Amy;R;Williams;60;Orange;Green;1;4;2;fish, hamsters;Nurse;Princetonne;
Clara;P;Romanov;58;Black;Grey;4;5;8;birds, fish;Accountant;Ventnor Univ.;
Ida;I;Johnson;48;Black;Grey;3;3;Unk.;cats;Singer;Nelson's Hall;
Victor;E;Lambert;59;Red;Green;4;5;3;birds;Auditor;Princetonne;
Amy;T;Ximenez;56;Orange;White;3;1;6;Unknown;Reporter;Princetonne;
James;Y;Nichols;23;Orange;Blue;2;1;2;fish, hamsters;Entrepreneur;Ventnor Univ.;
Yorick;T;Lambert;24;Brown;Brown;0;4;9;Unknown;Mechanic;Ventnor Univ.;
Maud;O;Siebert;26;Orange;Grey;3;3;1;hamsters;Docent;night school;
Kate;A;O'Leary;38;Black;Red;3;5;8;birds, fish;Designer;Ventnor Univ.;
Desmond;D;Dupont;30;Green;Green;0;4;4;birds, dogs;Masseur;Princetonne;
Hector;R;Siebert;29;Blue;Brown;0;3;3;birds;Sysop;Ventnor Univ.;
Basil;E;Black;72;Blue;Grey;1;4;3;birds;Teller;Princetonne;
Zillah;E;Siebert;49;Grey;Black;2;2;3;birds;Docent;Ventnor Univ.;
James;R;Onassis;71;Grey;Black;0;6;7;birds, hamsters;Clerk;night school;
Victor;L;Enfield;34;Black;Grey;1;1;0;None;Mechanic;night school;
Maud;S;Thomas;50;Black;Red;1;1;1;hamsters;Operator;Ventnor Univ.;
Basil;N;Ebbers;43;Blue;Black;3;5;8;birds, fish;Masseur;night school;
George;I;O'Leary;19;Green;Brown;3;1;10;dogs, hamsters;Maid;night school;
Leo;S;Johnson;62;Blue;Brown;4;5;4;birds, dogs;Teacher;Nelson's Hall;
Prue;N;Nabors;76;Orange;Grey;3;5;5;dogs, fish;Zookeeper;Ventnor Univ.;
Kate;I;Yount;39;Blue;Blue;0;6;0;None;Zookeeper;Ventnor Univ.;
Rhoda;P;Morrison;58;Brown;Grey;4;1;10;dogs, hamsters;Mechanic;Princetonne;
Titus;N;Yount;33;Green;Black;2;1;8;birds, fish;Actor;night school;
Rhoda;O;Valdez;44;Green;White;3;3;5;dogs, fish;Curator;Ventnor Univ.;
Maud;U;Ximenez;74;Black;Red;2;1;2;fish, hamsters;Clerk;Ventnor Univ.;
Susan;N;Queen;43;Brown;Green;1;4;0;None;Journalist;Ventnor Univ.;
Rhoda;Y;Queen;23;Green;Brown;3;5;3;birds;Teacher;night school;
Prue;S;Nabors;62;Red;Green;0;5;5;dogs, fish;Illustrator;night school;
Xerxes;R;Charles;60;Blue;Blue;0;3;Unk.;cats;Maid;Princetonne;
Neville;A;Yount;38;Red;Brown;2;3;4;birds, dogs;Maid;Ventnor Univ.;
Winnie;D;Romanov;30;Red;Brown;0;4;8;birds, fish;Operator;Saint George;
James;E;Phelps;61;Brown;Brown;0;6;9;Unknown;Clerk;night school;
Titus;F;Lawrence;70;Blue;Blue;0;3;7;birds, hamsters;Analyst;night school;
Neville;T;O'Leary;45;Blue;Blue;4;5;Unk.;cats;Accountant;Princetonne;
Neville;Y;Grant;23;Orange;White;4;5;3;birds;Botanist;Ventnor Univ.;
Olive;Y;Franklin;57;Black;Black;1;1;4;birds, dogs;Anesthiesiologist;Princetonne;
Winnie;E;Onassis;75;Grey;Green;3;5;7;birds, hamsters;Executive Operator;Ventnor Univ.;
George;S;Morrison;50;Grey;Red;2;2;4;birds, dogs;Singer;Ventnor Univ.;
George;U;Nabors;52;Black;Grey;1;1;10;dogs, hamsters;Actor;Ventnor Univ.;
Yorick;N;Ximenez;43;Brown;Grey;0;6;Unk.;cats;Anesthiesiologist;Ventnor Univ.;
Rhoda;L;Watanabe;34;Green;Brown;0;3;0;None;Auditor;Ventnor Univ.;
Fanny;B;Kildare;36;Orange;Green;3;5;8;birds, fish;Wildcat;Ventnor Univ.;
Titus;B;Kildare;54;Blue;Blue;2;2;2;fish, hamsters;Administrator;Ventnor Univ.;
Prue;I;Lawrence;19;Brown;Red;4;1;2;fish, hamsters;Secretary;Ventnor Univ.;
Basil;I;Charles;46;Brown;Grey;1;4;4;birds, dogs;Singer;night school;
Ernest;Y;Ebbers;57;Green;White;3;1;3;birds;Sysop;Saint George;
Quentin;U;Nichols;74;Brown;Brown;0;4;9;Unknown;Clerk;night school;
Ernest;N;Unser;33;Green;White;2;2;7;birds, hamsters;Botanist;Ventnor Univ.;
Olive;C;Dupont;77;Blue;Grey;2;2;4;birds, dogs;Forest Nurse;Ventnor Univ.;
Maud;L;Williams;40;Brown;Grey;4;1;6;Unknown;Author;Ventnor Univ.;
Leo;R;Grant;60;Orange;Green;2;1;Unk.;cats;Pilot;night school;
Prue;D;Charles;30;Orange;Brown;2;2;10;dogs, hamsters;Journalist;Princetonne;
Clara;N;Dupont;67;Blue;Black;0;6;1;hamsters;Illustrator;Ventnor Univ.;
James;Q;Kildare;73;Green;Black;1;1;0;None;Illustrator;Princetonne;
Una;O;Xerxes;28;Brown;Black;4;1;Unk.;cats;Waiter;Princetonne;
Neville;Y;Isaacson;55;Orange;Green;2;1;0;None;Dishwasher;night school;
Basil;O;Romanov;26;Red;Grey;0;6;5;dogs, fish;Teacher;Ventnor Univ.;
Xerxes;O;Williams;32;Orange;Grey;3;3;9;Unknown;Accountant;Ventnor Univ.;
Olive;I;Onassis;48;Black;Grey;2;1;8;birds, fish;Accountant;night school;
Susan;C;O'Leary;77;Orange;White;3;3;Unk.;cats;Nurse;Ventnor Univ.;
Yorick;C;Isaacson;77;Brown;Green;3;3;7;birds, hamsters;Editor;Nelson's Hall;
Zillah;S;Garrison;31;Brown;Brown;0;4;5;dogs, fish;Chauffeur;Ventnor Univ.;
Desmond;C;Grant;77;Brown;Grey;0;5;2;fish, hamsters;Operator;Ventnor Univ.;
Xerxes;C;Sindel;77;Orange;Blue;2;2;Unk.;cats;Unemployed;Ventnor Univ.;
Basil;W;Grant;25;Black;Green;2;3;Unk.;cats;Journalist;Princetonne;
Susan;U;Michaels;74;Black;Green;0;5;2;fish, hamsters;Analyst;Nelson's Hall;
Hector;S;Sindel;50;Black;Green;0;4;0;None;Analyst;Ventnor Univ.;
Yorick;S;Queen;51;Red;Green;0;4;6;Unknown;Assistant;Ventnor Univ.;
Olive;A;Howards;66;Black;Black;0;6;8;birds, fish;Singer;night school;
Una;S;Hanks;50;Red;Grey;0;4;Unk.;cats;Butler;Alpacawarts;
Yorick;Y;Romanov;55;Red;Grey;3;1;7;birds, hamsters;Waiter;Ventnor Univ.;
Neville;O;Sindel;32;Orange;White;0;5;9;Unknown;Docent;Ventnor Univ.;
Xerxes;C;Isaacson;68;Grey;Black;4;1;9;Unknown;Valet;night school;
Una;A;Black;38;Black;Green;1;4;9;Unknown;Singer;Ventnor Univ.;
George;A;Charles;21;Blue;Black;2;2;8;birds, fish;Pilot;Nelson's Hall;
Susan;U;Morrison;52;Black;Grey;1;4;9;Unknown;Mechanic;Ventnor Univ.;
Titus;Y;Lawrence;78;Red;Grey;2;3;8;birds, fish;Singer;Ventnor Univ.;
Olive;I;O'Leary;46;Brown;Grey;0;3;5;dogs, fish;Examiner;Princetonne;
Clara;I;Morrison;63;Orange;Blue;2;1;Unk.;cats;Librarian;Nelson's Hall;
Leo;D;Thomas;30;Grey;Red;0;4;Unk.;cats;Journalist;night school;
Ernest;M;Romanov;53;Brown;Brown;3;3;4;birds, dogs;Analyst;Alpacawarts;
Quentin;U;Romanov;74;Red;Green;2;2;7;birds, hamsters;Administrator;Ventnor Univ.;
Ernest;W;Lambert;25;Green;White;3;5;10;dogs, hamsters;Illustrator;Princetonne;
Winnie;B;Young;54;Blue;Blue;3;1;8;birds, fish;Director;Ventnor Univ.;
Una;O;Romanov;26;Brown;Green;1;1;1;hamsters;Designer;Ventnor Univ.;
Ida;Y;Williams;55;Grey;Red;0;5;9;Unknown;Valet;night school;
Leo;C;Franklin;68;Red;Grey;2;1;8;birds, fish;Clerk;Ventnor Univ.;
Desmond;N;Ximenez;67;Grey;Red;3;3;1;hamsters;Maid;Nelson's Hall;
Kate;Y;Adams;57;Red;Brown;0;4;Unk.;cats;Dishwasher;night school;
Susan;Y;O'Leary;23;Blue;Black;0;6;10;dogs, hamsters;Administrator;night school;
Xerxes;S;Valdez;64;Brown;Black;3;5;5;dogs, fish;Accountant;Ventnor Univ.;
Susan;O;Dupont;32;Green;Violet;0;6;Unk.;cats;Nurse;night school;
Amy;A;O'Leary;21;Green;Violet;2;3;9;Unknown;Chauffeur;Ventnor Univ.;
Ida;L;Franklin;41;Brown;Black;0;6;10;dogs, hamsters;Chauffeur;UHI-Honolulu;
Ernest;M;Brown;53;Brown;Brown;3;5;0;None;Examiner;Ventnor Univ.;
Fanny;L;Nabors;41;Grey;Black;3;1;5;dogs, fish;Chef;Ventnor Univ.;
Una;F;Charles;70;Orange;White;2;2;3;birds;Chauffeur;Ventnor Univ.;
Desmond;Q;Lawrence;73;Green;Violet;3;5;1;hamsters;Maid;Ventnor Univ.;
Susan;A;Grant;38;Blue;Grey;3;5;8;birds, fish;Operator;Ventnor Univ.;
Desmond;I;Valdez;63;Blue;Grey;3;3;3;birds;Nurse;Ventnor Univ.;
Victor;R;Young;22;Orange;White;0;4;3;birds;Pilot;Ventnor Univ.;
Winnie;C;Howards;77;Green;White;2;1;8;birds, fish;Pilot;Ventnor Univ.;
Victor;Y;Isaacson;35;Orange;White;2;1;3;birds;Teacher;Saint George;
Ida;O;Watanabe;28;Brown;Brown;2;1;Unk.;cats;Waiter;Ventnor Univ.;
Una;N;Black;33;Green;White;1;4;10;dogs, hamsters;Butler;night school;
Ernest;T;Quincy;24;Grey;Black;0;4;9;Unknown;Nurse;Ventnor Univ.;
Victor;E;Brown;59;Brown;Brown;3;3;Unk.;cats;Mechanic;Ventnor Univ.;
Neville;A;Phelps;66;Black;Green;3;3;9;Unknown;Docent;Ventnor Univ.;
Ida;W;Quincy;27;Orange;White;0;3;Unk.;cats;Editor;Ventnor Univ.;
Ernest;E;Nichols;42;Brown;Red;2;1;9;Unknown;Professor;Ventnor Univ.;
